parcel_id,order_id,customer_id,created_at,delivery_date,batch_id,depot_id,dropoff_lat,dropoff_lng,dropoff_address,dropoff_zone_id,dropoff_postal_code,dropoff_location_type,floor_number,has_elevator,road_access_type,weight_kg,length_cm,width_cm,height_cm,volume_m3,actual_shape,density_kg_m3,fragile,stackable,max_stack_weight_kg,loading_orientation_fixed,top_face_id,do_not_tilt,keep_dry,two_person_lift,requires_signature,hazardous,hazmat_class,requires_refrigeration,temp_min_celsius,temp_max_celsius,category,priority_level,service_type,is_return,attempt_number,time_window_start,time_window_end,time_window_flexibility,customer_available_probability,preferred_time_slot
P-0026211,O-0021924,C-0014812,2026-01-23 14:30:18,2026-01-26,B-20260126-003,D-CMB-003,6.85157,79.865148,"No. 153, Park Road, Dehiwala, Sri Lanka",Z-CMB-008,10350,commercial,0,False,standard,9.734,51.2,32.0,24.4,0.03997696,soft_pack,243.49,False,False,0.0,False,,False,True,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,09:38:00,14:50:00,flexible_±30min,0.864,morning
P-0026212,O-0021925,C-0005133,2026-01-23 21:35:07,2026-01-26,B-20260126-003,D-CMB-003,6.906968,79.853581,"No. 63, Union Place, Floor 5, Kollupitiya, Sri Lanka",Z-CMB-004,00300,residential,5,True,narrow_lane,1.047,28.4,20.8,9.2,0.005434624,soft_pack,192.654,False,True,9.92,False,,False,True,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,12:55:00,18:00:00,anytime,0.72,evening
P-0026213,O-0021926,C-0006491,2026-01-24 12:10:30,2026-01-26,B-20260126-003,D-CMB-003,6.884667,79.859322,"No. 159, Station Road, Floor 1, Bambalapitiya, Sri Lanka",Z-CMB-005,00400,residential,1,False,standard,0.876,36.4,17.4,15.6,0.009880416,soft_pack,88.66,False,False,0.0,False,,False,True,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,10:46:00,16:33:00,flexible_±30min,0.758,morning
P-0026214,O-0021926,C-0010823,2026-01-24 09:14:05,2026-01-26,B-20260126-003,D-CMB-003,6.875106,79.85859,"No. 71, Flower Road, Floor 12, Wellawatte, Sri Lanka",Z-CMB-010,00600,residential,12,True,narrow_lane,19.6,49.1,42.7,37.7,0.079040689,cuboid,247.974,False,True,57.6,False,,False,True,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,12:53:00,20:38:00,anytime,0.718,afternoon
P-0026215,O-0021927,C-0006816,2026-01-24 09:26:15,2026-01-26,B-20260126-003,D-CMB-003,6.872271,79.859224,"No. 269, Main Street, Wellawatte, Sri Lanka",Z-CMB-010,00600,residential,0,False,standard,8.611,48.4,38.6,19.2,0.035870208,cylinder,240.06,False,False,0.0,False,,False,False,False,True,True,flammable,False,,,hazmat,standard,door_to_door,False,1,10:12:00,20:08:00,anytime,0.755,afternoon
P-0026216,O-0021927,C-0003055,2026-01-25 14:34:42,2026-01-26,B-20260126-003,D-CMB-003,6.922286,79.848204,"No. 252, School Lane, Slave Island, Sri Lanka",Z-CMB-003,00200,residential,0,False,narrow_lane,0.494,27.9,21.7,3.4,0.002058462,cuboid,239.985,False,True,9.98,False,,False,True,False,False,False,,False,,,document,priority,collection_point,False,1,13:53:00,15:36:00,fixed,0.725,afternoon
P-0026217,O-0021928,C-0005541,2026-01-24 14:43:17,2026-01-26,B-20260126-003,D-CMB-003,6.848019,79.860183,"No. 296, Galle Road, Floor 3, Dehiwala, Sri Lanka",Z-CMB-008,10350,residential,3,True,narrow_lane,3.406,42.7,35.0,27.5,0.04109875,cylinder,82.874,True,False,0.0,True,width_height,True,False,False,True,True,limited_quantity,False,,,hazmat,standard,door_to_door,False,1,10:18:00,15:31:00,anytime,0.806,morning
P-0026218,O-0021929,C-0010639,2026-01-24 09:42:52,2026-01-26,B-20260126-003,D-CMB-003,6.851896,79.864828,"No. 243, Galle Road, Dehiwala, Sri Lanka",Z-CMB-008,10350,commercial,0,False,narrow_lane,7.51,62.8,35.6,13.0,0.02906384,cuboid,258.397,False,False,0.0,False,,False,True,False,False,False,,False,,,medium_parcel,priority,collection_point,False,1,08:03:00,09:15:00,fixed,0.855,morning
P-0026219,O-0021929,C-0012727,2026-01-26 12:46:19,2026-01-26,B-20260126-003,D-CMB-003,6.876115,79.859355,"No. 211, Baseline Road, Wellawatte, Sri Lanka",Z-CMB-010,00600,commercial,0,False,narrow_lane,5.217,27.7,28.5,19.9,0.015710055,cuboid,332.08,False,True,20.06,False,,False,False,False,False,False,,False,,,small_parcel,standard,locker_drop,False,1,14:38:00,19:57:00,anytime,0.981,afternoon
P-0026220,O-0021930,C-0004206,2026-01-26 18:14:31,2026-01-26,B-20260126-003,D-CMB-003,6.840128,79.860291,"No. 272, Lake Road, Floor 5, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,residential,5,True,standard,5.833,47.6,30.7,21.6,0.031564512,cuboid,184.796,False,False,0.0,False,,False,False,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,09:56:00,16:41:00,flexible_±30min,0.99,evening
P-0026221,O-0021931,C-0005203,2026-01-23 07:01:17,2026-01-26,B-20260126-003,D-CMB-003,6.849643,79.866115,"No. 335, Hospital Road, Dehiwala, Sri Lanka",Z-CMB-008,10350,residential,0,False,narrow_lane,18.75,68.7,33.7,48.8,0.112981272,cuboid,165.957,False,True,51.93,False,,False,True,False,False,False,,False,,,large_parcel,standard,collection_point,False,1,12:01:00,18:57:00,fixed,0.693,any
P-0026222,O-0021932,C-0003586,2026-01-25 17:11:22,2026-01-26,B-20260126-003,D-CMB-003,6.845803,79.86663,"No. 151, Market Lane, Floor 8, Dehiwala, Sri Lanka",Z-CMB-008,10350,residential,8,True,narrow_lane,0.58,27.6,17.1,9.6,0.004530816,cuboid,128.012,False,True,7.95,False,,False,True,False,True,False,,False,,,small_parcel,standard,door_to_door,False,1,09:06:00,15:05:00,flexible_±30min,0.758,morning
P-0026223,O-0021933,C-0001172,2026-01-22 13:36:59,2026-01-26,B-20260126-003,D-CMB-003,6.837943,79.863029,"No. 189, Station Road, Floor 2, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,commercial,2,True,restricted_access,35.737,79.9,49.0,54.6,0.21376446,cuboid,167.179,True,False,0.0,True,width_height,True,True,True,True,False,,False,,,large_parcel,standard,door_to_door,False,1,12:20:00,19:52:00,flexible_±30min,0.815,afternoon
P-0026224,O-0021934,C-0005140,2026-01-25 18:57:18,2026-01-26,B-20260126-003,D-CMB-003,6.862517,79.856618,"No. 297, Union Place, Floor 12, Wellawatte, Sri Lanka",Z-CMB-010,00600,residential,12,True,narrow_lane,9.726,46.6,29.9,30.1,0.041939534,cuboid,231.905,False,False,0.0,False,,False,False,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,11:53:00,20:05:00,anytime,0.932,evening
P-0026225,O-0021935,C-0012255,2026-01-26 20:16:56,2026-01-26,B-20260126-003,D-CMB-003,6.834936,79.871329,"No. 56, Flower Road, Floor 1, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,industrial,1,True,standard,7.517,78.1,38.4,19.9,0.059680896,cuboid,125.953,True,False,0.0,True,length_width,True,True,False,True,False,,False,,,fragile_goods,standard,door_to_door,False,1,08:14:00,13:49:00,flexible_±30min,0.826,morning
P-0026226,O-0021936,C-0006741,2026-01-24 11:56:58,2026-01-26,B-20260126-003,D-CMB-003,6.913796,79.853629,"No. 231, Galle Road, Floor 5, Kollupitiya, Sri Lanka",Z-CMB-004,00300,residential,5,False,standard,2.978,23.6,30.4,18.6,0.013344384,cuboid,223.165,False,False,0.0,False,,False,True,False,False,False,,False,,,small_parcel,priority,door_to_door,True,1,14:10:00,15:47:00,fixed,0.772,afternoon
P-0026227,O-0021937,C-0008067,2026-01-23 08:27:04,2026-01-26,B-20260126-003,D-CMB-003,6.84548,79.869831,"No. 160, Palm Grove, Floor 2, Dehiwala, Sri Lanka",Z-CMB-008,10350,residential,2,False,standard,16.458,118.5,69.6,37.0,0.3051612,irregular,53.932,False,False,0.0,False,,False,True,False,False,False,,False,,,bulky,priority,door_to_door,False,1,13:16:00,15:07:00,fixed,0.642,afternoon
P-0026228,O-0021938,C-0007647,2026-01-24 08:21:14,2026-01-26,B-20260126-003,D-CMB-003,6.874626,79.854067,"No. 177, Union Place, Wellawatte, Sri Lanka",Z-CMB-010,00600,residential,0,False,narrow_lane,6.246,32.3,30.2,17.9,0.017460734,soft_pack,357.717,False,True,24.72,False,,False,False,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,08:52:00,18:46:00,flexible_±30min,0.861,any
P-0026229,O-0021939,C-0000942,2026-01-25 21:36:32,2026-01-26,B-20260126-003,D-CMB-003,6.832492,79.86702,"No. 312, Union Place, Floor 2, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,residential,2,False,narrow_lane,3.189,25.9,28.0,15.2,0.01102304,cuboid,289.303,False,True,18.97,False,,False,True,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,08:14:00,14:34:00,anytime,0.725,evening
P-0026230,O-0021940,C-0011231,2026-01-25 11:32:49,2026-01-26,B-20260126-003,D-CMB-003,6.89144,79.872775,"No. 236, School Lane, Bambalapitiya, Sri Lanka",Z-CMB-005,00400,residential,0,False,standard,6.453,39.1,26.6,20.6,0.021425236,cuboid,301.187,False,True,30.52,True,width_height,False,True,False,False,False,,False,,,small_parcel,standard,locker_drop,False,1,07:55:00,16:42:00,flexible_±30min,0.731,any
P-0026231,O-0021941,C-0002410,2026-01-25 07:54:11,2026-01-26,B-20260126-003,D-CMB-003,6.852336,79.866842,"No. 344, Canal Road, Floor 2, Dehiwala, Sri Lanka",Z-CMB-008,10350,residential,2,True,standard,4.754,61.8,58.7,29.9,0.108467034,cuboid,43.829,False,True,33.15,False,,False,False,False,True,False,,False,,,large_parcel,standard,door_to_door,False,1,12:19:00,18:09:00,flexible_±30min,0.688,any
P-0026232,O-0021942,C-0014471,2026-01-25 11:32:17,2026-01-26,B-20260126-003,D-CMB-003,6.892398,79.993895,"No. 172, Market Lane, Floor 1, Kelaniya, Sri Lanka",Z-CMB-012,11600,residential,1,False,narrow_lane,11.312,51.3,38.9,32.8,0.065454696,cuboid,172.822,True,False,0.0,True,length_width,True,True,False,True,False,,False,,,fragile_goods,standard,door_to_door,False,1,08:08:00,17:53:00,flexible_±30min,0.843,morning
P-0026233,O-0021943,C-0008980,2026-01-26 07:27:03,2026-01-26,B-20260126-003,D-CMB-003,6.87345,79.872064,"No. 283, Park Road, Floor 7, Wellawatte, Sri Lanka",Z-CMB-010,00600,commercial,7,True,narrow_lane,3.129,32.0,20.4,16.3,0.01064064,soft_pack,294.061,True,False,0.0,True,length_width,True,True,False,True,False,,False,,,small_parcel,priority,door_to_door,False,1,12:15:00,14:08:00,fixed,0.948,afternoon
P-0026234,O-0021943,C-0014315,2026-01-24 21:56:02,2026-01-26,B-20260126-003,D-CMB-003,6.845594,79.856813,"No. 292, Market Lane, Floor 1, Dehiwala, Sri Lanka",Z-CMB-008,10350,commercial,1,False,standard,2.318,41.3,38.9,22.1,0.035505197,cuboid,65.286,True,False,0.0,True,length_width,True,True,False,True,False,,False,,,medium_parcel,standard,door_to_door,False,1,10:45:00,20:00:00,anytime,0.875,afternoon
P-0026235,O-0021944,C-0005194,2026-01-24 18:01:21,2026-01-26,B-20260126-003,D-CMB-003,6.83739,79.865483,"No. 202, Galle Road, Floor 5, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,commercial,5,True,pedestrian_only,11.077,76.7,51.0,50.9,0.19910553,cuboid,55.634,False,True,29.64,False,,False,True,False,False,False,,False,,,large_parcel,standard,door_to_door,False,1,10:16:00,19:00:00,anytime,0.72,morning
P-0026236,O-0021945,C-0011927,2026-01-25 13:37:13,2026-01-26,B-20260126-003,D-CMB-003,6.874048,79.856055,"No. 209, Duplication Road, Wellawatte, Sri Lanka",Z-CMB-010,00600,commercial,0,False,restricted_access,21.424,87.3,58.3,40.9,0.208164231,irregular,102.919,False,False,0.0,False,,False,True,False,False,False,,False,,,large_parcel,standard,door_to_door,False,1,12:25:00,19:38:00,anytime,0.89,afternoon
P-0026237,O-0021946,C-0002932,2026-01-23 17:13:47,2026-01-26,B-20260126-003,D-CMB-003,6.842817,79.861144,"No. 379, Canal Road, Floor 5, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,residential,5,True,standard,4.072,35.0,20.4,17.6,0.0125664,cuboid,324.039,False,True,19.66,False,,False,True,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,08:11:00,16:23:00,flexible_±30min,0.738,morning
P-0026238,O-0021946,C-0001507,2026-01-24 10:38:35,2026-01-26,B-20260126-003,D-CMB-003,6.902642,79.856916,"No. 18, Marine Drive, Floor 2, Bambalapitiya, Sri Lanka",Z-CMB-005,00400,commercial,2,False,standard,12.0,98.6,50.1,58.9,0.290957754,cuboid,41.243,False,False,0.0,False,,False,False,False,False,False,,False,,,bulky,express,door_to_door,False,1,14:26:00,17:23:00,fixed,0.884,afternoon
P-0026239,O-0021947,C-0014103,2026-01-24 10:33:06,2026-01-26,B-20260126-003,D-CMB-003,6.837529,79.836909,"No. 366, Baseline Road, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,industrial,0,False,restricted_access,7.189,62.3,28.1,20.5,0.035887915,cuboid,200.318,False,False,0.0,False,,False,True,False,False,False,,False,,,medium_parcel,priority,door_to_door,False,1,09:54:00,11:47:00,fixed,0.828,morning
P-0026240,O-0021948,C-0008011,2026-01-25 21:23:19,2026-01-26,B-20260126-003,D-CMB-003,6.882513,79.864503,"No. 34, Duplication Road, Wellawatte, Sri Lanka",Z-CMB-010,00600,industrial,0,False,standard,4.745,37.9,34.3,20.2,0.026259394,cuboid,180.697,False,True,22.48,False,,False,True,False,True,False,,False,,,medium_parcel,standard,door_to_door,False,1,09:04:00,14:52:00,anytime,0.99,any
P-0026241,O-0021949,C-0008912,2026-01-24 20:06:50,2026-01-26,B-20260126-003,D-CMB-003,6.850641,79.866227,"No. 243, Flower Road, Dehiwala, Sri Lanka",Z-CMB-008,10350,residential,0,False,standard,13.118,57.5,37.5,24.1,0.051965625,cuboid,252.436,False,True,53.92,True,length_width,True,True,False,False,False,,True,3.4,7.1,perishable,standard,locker_drop,False,1,10:20:00,16:58:00,anytime,0.73,morning
P-0026242,O-0021949,C-0013656,2026-01-22 21:38:21,2026-01-26,B-20260126-003,D-CMB-003,6.83,79.869324,"No. 333, Temple Road, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,residential,0,False,narrow_lane,1.012,23.9,19.1,15.7,0.007166893,cuboid,141.205,False,True,14.99,False,,False,True,False,False,False,,False,,,small_parcel,standard,collection_point,False,1,10:56:00,18:00:00,anytime,0.762,any
P-0026243,O-0021950,C-0015369,2026-01-25 18:58:55,2026-01-26,B-20260126-003,D-CMB-003,6.849882,79.873337,"No. 113, Flower Road, Floor 4, Dehiwala, Sri Lanka",Z-CMB-008,10350,residential,4,True,narrow_lane,29.85,58.6,62.6,57.7,0.211664372,irregular,141.025,False,False,0.0,True,length_width,False,False,False,False,False,,False,,,large_parcel,express,door_to_door,False,1,16:13:00,19:23:00,fixed,0.787,evening
P-0026244,O-0021951,C-0012515,2026-01-25 11:19:51,2026-01-26,B-20260126-003,D-CMB-003,6.850953,79.864506,"No. 66, Flower Road, Floor 2, Dehiwala, Sri Lanka",Z-CMB-008,10350,commercial,2,True,standard,2.94,28.4,25.3,27.7,0.019903004,cuboid,147.716,False,True,18.02,False,,False,False,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,12:10:00,17:59:00,anytime,0.737,afternoon
P-0026245,O-0021951,C-0010327,2026-01-24 09:29:29,2026-01-26,B-20260126-003,D-CMB-003,6.876705,79.860077,"No. 139, Lake Road, Floor 5, Wellawatte, Sri Lanka",Z-CMB-010,00600,commercial,5,True,narrow_lane,2.302,40.5,36.3,20.0,0.029403,cuboid,78.291,False,False,0.0,False,,False,True,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,12:51:00,20:17:00,anytime,0.882,afternoon
P-0026246,O-0021952,C-0000663,2026-01-25 07:51:24,2026-01-26,B-20260126-003,D-CMB-003,6.875035,79.858535,"No. 308, Palm Grove, Floor 4, Wellawatte, Sri Lanka",Z-CMB-010,00600,residential,4,True,narrow_lane,2.857,63.4,28.1,17.2,0.030642488,cuboid,93.237,False,True,14.39,False,,False,True,False,False,False,,False,,,medium_parcel,express,door_to_door,False,1,12:47:00,16:09:00,flexible_±30min,0.726,afternoon
P-0026247,O-0021953,C-0008843,2026-01-25 21:15:29,2026-01-26,B-20260126-003,D-CMB-003,6.851574,79.865413,"No. 61, Park Road, Floor 4, Dehiwala, Sri Lanka",Z-CMB-008,10350,residential,4,False,narrow_lane,8.582,53.3,28.2,29.9,0.044941494,cuboid,190.959,False,True,28.76,False,,False,False,False,True,False,,False,,,medium_parcel,standard,door_to_door,False,1,08:50:00,18:10:00,flexible_±30min,0.943,evening
P-0026248,O-0021953,C-0014717,2026-01-22 21:08:55,2026-01-26,B-20260126-003,D-CMB-003,6.915923,79.843487,"No. 139, Station Road, Floor 8, Kollupitiya, Sri Lanka",Z-CMB-004,00300,residential,8,False,standard,2.07,31.4,23.0,24.1,0.01740502,cuboid,118.931,False,True,13.4,False,,False,False,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,12:09:00,20:34:00,anytime,0.934,afternoon
P-0026249,O-0021953,C-0014454,2026-01-24 19:00:39,2026-01-26,B-20260126-003,D-CMB-003,6.8518,79.865847,"No. 384, Union Place, Dehiwala, Sri Lanka",Z-CMB-008,10350,commercial,0,False,narrow_lane,2.235,27.8,41.4,22.5,0.0258957,cuboid,86.308,False,True,12.35,False,,False,True,False,False,False,,False,,,medium_parcel,standard,locker_drop,False,1,08:28:00,16:03:00,anytime,0.779,morning
P-0026250,O-0021954,C-0003002,2026-01-25 12:29:57,2026-01-26,B-20260126-003,D-CMB-003,6.897061,79.883388,"No. 220, Duplication Road, Borella, Sri Lanka",Z-CMB-006,00800,commercial,0,False,standard,7.6,47.3,35.8,20.8,0.035221472,cuboid,215.777,False,False,0.0,False,,False,False,False,False,False,,False,,,medium_parcel,standard,collection_point,False,1,08:04:00,15:07:00,anytime,0.932,morning
P-0026251,O-0021955,C-0007842,2026-01-23 15:31:39,2026-01-26,B-20260126-003,D-CMB-003,6.87418,79.857236,"No. 36, Flower Road, Floor 2, Wellawatte, Sri Lanka",Z-CMB-010,00600,commercial,2,False,standard,5.761,42.5,45.6,36.5,0.070737,cuboid,81.443,False,True,34.04,False,,False,True,False,True,True,limited_quantity,False,,,hazmat,priority,door_to_door,False,1,18:28:00,20:04:00,fixed,0.975,any
P-0026252,O-0021956,C-0008170,2026-01-24 08:40:37,2026-01-26,B-20260126-003,D-CMB-003,6.851096,79.836767,"No. 313, High Level Road, Dehiwala, Sri Lanka",Z-CMB-008,10350,industrial,0,False,restricted_access,2.135,37.4,12.7,21.8,0.010354564,cylinder,206.189,False,False,0.0,False,,False,False,False,False,False,,False,,,small_parcel,standard,collection_point,False,1,11:08:00,19:52:00,anytime,0.935,evening
P-0026253,O-0021957,C-0011707,2026-01-23 18:47:03,2026-01-26,B-20260126-003,D-CMB-003,6.881772,79.85485,"No. 29, Marine Drive, Wellawatte, Sri Lanka",Z-CMB-010,00600,commercial,0,False,restricted_access,5.134,71.3,21.0,34.6,0.05180658,cuboid,99.099,True,False,0.0,True,length_width,True,True,False,True,False,,False,,,fragile_goods,standard,collection_point,False,1,13:40:00,19:47:00,anytime,0.73,afternoon
P-0026254,O-0021958,C-0000930,2026-01-24 18:57:35,2026-01-26,B-20260126-003,D-CMB-003,6.85075,79.865224,"No. 258, Marine Drive, Dehiwala, Sri Lanka",Z-CMB-008,10350,industrial,0,False,standard,1.002,24.6,24.7,11.4,0.006926868,cuboid,144.654,False,True,13.28,True,length_width,True,True,False,False,False,,False,,,small_parcel,standard,collection_point,False,1,10:54:00,20:23:00,anytime,0.861,any
P-0026255,O-0021959,C-0016748,2026-01-25 14:09:28,2026-01-26,B-20260126-003,D-CMB-003,6.865789,79.845729,"No. 120, Galle Road, Wellawatte, Sri Lanka",Z-CMB-010,00600,industrial,0,False,restricted_access,1.619,31.7,22.4,21.6,0.015337728,cuboid,105.557,False,True,11.22,False,,False,True,False,False,False,,False,,,small_parcel,standard,locker_drop,True,1,13:53:00,19:43:00,flexible_±30min,0.867,afternoon
P-0026256,O-0021959,C-0004822,2026-01-24 16:09:55,2026-01-26,B-20260126-003,D-CMB-003,6.878684,79.857986,"No. 240, Flower Road, Floor 1, Wellawatte, Sri Lanka",Z-CMB-010,00600,residential,1,False,narrow_lane,35.072,96.5,54.7,37.0,0.19530635,cuboid,179.574,False,True,95.0,False,,False,True,True,True,False,,False,,,large_parcel,standard,door_to_door,False,1,09:21:00,16:43:00,flexible_±30min,0.719,evening
P-0026257,O-0021960,C-0014767,2026-01-25 12:15:18,2026-01-26,B-20260126-003,D-CMB-003,6.908318,79.851164,"No. 290, High Level Road, Floor 5, Kollupitiya, Sri Lanka",Z-CMB-004,00300,residential,5,False,narrow_lane,4.877,41.7,31.0,27.1,0.03503217,cuboid,139.215,False,True,26.3,False,,False,True,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,10:41:00,19:56:00,flexible_±30min,0.789,afternoon
P-0026258,O-0021961,C-0008040,2026-01-23 20:28:12,2026-01-26,B-20260126-003,D-CMB-003,6.83922,79.866806,"No. 245, High Level Road, Floor 1, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,residential,1,False,standard,7.775,58.2,29.9,29.7,0.051683346,cuboid,150.435,False,False,0.0,False,,False,True,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,08:30:00,18:19:00,anytime,0.661,any
P-0026259,O-0021961,C-0003926,2026-01-25 18:22:50,2026-01-26,B-20260126-003,D-CMB-003,6.87349,79.858405,"No. 371, Hospital Road, Floor 4, Wellawatte, Sri Lanka",Z-CMB-010,00600,residential,4,True,standard,7.189,56.4,38.7,22.8,0.049765104,cuboid,144.459,False,True,36.37,True,length_width,True,False,False,False,False,,True,5.2,7.7,perishable,standard,door_to_door,False,1,13:16:00,19:25:00,anytime,0.849,evening
P-0026260,O-0021962,C-0013344,2026-01-25 11:08:09,2026-01-26,B-20260126-003,D-CMB-003,6.87663,79.853593,"No. 242, Hospital Road, Wellawatte, Sri Lanka",Z-CMB-010,00600,residential,0,False,standard,19.603,72.4,53.3,34.3,0.132360956,cuboid,148.103,True,False,0.0,True,width_height,True,True,False,True,False,,False,,,large_parcel,standard,door_to_door,False,1,12:37:00,18:54:00,anytime,0.724,afternoon
P-0026261,O-0021963,C-0011433,2026-01-22 16:34:09,2026-01-26,B-20260126-003,D-CMB-003,6.896374,79.854055,"No. 104, Park Road, Floor 2, Bambalapitiya, Sri Lanka",Z-CMB-005,00400,residential,2,False,standard,1.586,43.8,40.3,13.6,0.024005904,irregular,66.067,False,False,0.0,False,,False,False,False,False,False,,True,7.5,10.5,medium_parcel,standard,door_to_door,False,1,13:24:00,18:46:00,anytime,0.868,any
P-0026262,O-0021963,C-0004426,2026-01-25 15:05:41,2026-01-26,B-20260126-003,D-CMB-003,6.848728,79.865569,"No. 185, Railway Avenue, Floor 1, Dehiwala, Sri Lanka",Z-CMB-008,10350,residential,1,False,standard,6.47,53.4,50.5,31.6,0.08521572,cuboid,75.925,False,True,23.12,False,,False,False,False,True,False,,False,,,large_parcel,standard,door_to_door,False,1,12:07:00,20:40:00,anytime,0.681,afternoon
P-0026263,O-0021964,C-0017102,2026-01-26 17:11:38,2026-01-26,B-20260126-003,D-CMB-003,6.83,79.879268,"No. 324, Temple Road, Floor 1, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,residential,1,False,narrow_lane,1.297,40.3,20.8,13.9,0.011651536,cuboid,111.316,False,False,0.0,False,,False,True,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,12:08:00,20:11:00,flexible_±30min,0.883,afternoon
P-0026264,O-0021965,C-0004834,2026-01-24 10:43:11,2026-01-26,B-20260126-003,D-CMB-003,6.874852,79.86125,"No. 218, Palm Grove, Wellawatte, Sri Lanka",Z-CMB-010,00600,commercial,0,False,standard,4.0,59.3,36.9,28.1,0.061487577,cuboid,65.054,True,False,0.0,True,length_width,True,True,False,True,False,,False,,,large_parcel,express,locker_drop,False,1,16:28:00,19:44:00,flexible_±30min,0.906,evening
P-0026265,O-0021966,C-0006684,2026-01-25 11:10:47,2026-01-26,B-20260126-003,D-CMB-003,6.853648,79.865378,"No. 217, Railway Avenue, Dehiwala, Sri Lanka",Z-CMB-008,10350,commercial,0,True,narrow_lane,12.511,76.9,55.0,26.0,0.109967,cuboid,113.77,True,False,0.0,True,length_width,True,True,False,True,False,,False,,,fragile_goods,standard,door_to_door,False,1,11:01:00,20:41:00,flexible_±30min,0.802,afternoon
P-0026266,O-0021967,C-0000236,2026-01-22 13:47:11,2026-01-26,B-20260126-003,D-CMB-003,6.851666,79.863248,"No. 208, School Lane, Dehiwala, Sri Lanka",Z-CMB-008,10350,residential,0,False,standard,11.985,61.2,34.6,21.8,0.046161936,cuboid,259.629,False,True,24.06,False,,False,True,False,False,False,,False,,,medium_parcel,standard,locker_drop,False,2,10:46:00,17:55:00,anytime,0.801,morning
P-0026267,O-0021968,C-0014542,2026-01-25 20:49:42,2026-01-26,B-20260126-003,D-CMB-003,6.852531,79.862107,"No. 387, Duplication Road, Floor 4, Dehiwala, Sri Lanka",Z-CMB-008,10350,residential,4,False,narrow_lane,10.545,46.4,34.2,38.3,0.060777504,cuboid,173.502,True,False,0.0,True,length_height,True,True,False,True,False,,False,,,fragile_goods,standard,door_to_door,False,1,08:05:00,17:47:00,anytime,0.687,morning
P-0026268,O-0021969,C-0011079,2026-01-25 09:39:24,2026-01-26,B-20260126-003,D-CMB-003,6.850078,79.862778,"No. 372, Marine Drive, Floor 1, Dehiwala, Sri Lanka",Z-CMB-008,10350,residential,1,False,narrow_lane,0.817,25.1,15.4,14.1,0.005450214,cuboid,149.902,False,True,8.93,False,,False,True,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,09:41:00,14:53:00,anytime,0.765,evening
P-0026269,O-0021970,C-0007806,2026-01-25 19:29:17,2026-01-26,B-20260126-003,D-CMB-003,6.913282,79.852545,"No. 386, Market Lane, Floor 1, Kollupitiya, Sri Lanka",Z-CMB-004,00300,residential,1,False,standard,7.4,60.7,26.6,18.6,0.030031932,cuboid,246.404,False,False,0.0,False,,False,True,False,True,False,,False,,,medium_parcel,standard,door_to_door,False,1,12:00:00,20:26:00,anytime,0.698,afternoon
P-0026270,O-0021971,C-0002931,2026-01-23 16:05:24,2026-01-26,B-20260126-003,D-CMB-003,6.834191,79.86444,"No. 342, Duplication Road, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,residential,0,False,standard,12.052,55.9,37.4,31.1,0.065019526,soft_pack,185.36,False,True,36.46,False,,False,True,False,False,False,,False,,,medium_parcel,standard,door_to_door,True,1,09:29:00,15:44:00,anytime,0.834,evening
P-0026271,O-0021972,C-0013091,2026-01-25 18:55:04,2026-01-26,B-20260126-003,D-CMB-003,6.838562,79.866581,"No. 326, Station Road, Floor 2, Mount Lavinia, Sri Lanka",Z-CMB-009,10370,commercial,2,False,restricted_access,3.959,48.9,29.6,17.9,0.025909176,cuboid,152.803,False,True,26.91,False,,False,True,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,08:56:00,16:58:00,flexible_±30min,0.926,morning
